2005-01-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.08, RSI ~N/A, Net Advances 182, McClellan N/A, Score: 0/39
2017-11-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.59, RSI ~N/A, Net Advances 1376, McClellan -141, Score: 0/39
2017-11-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.13, RSI ~N/A, Net Advances 1370, McClellan -170, Score: 0/39
2017-11-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.76, RSI ~N/A, Net Advances 1380, McClellan -75, Score: 0/39
2017-11-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.43, RSI ~N/A, Net Advances 1385, McClellan -24, Score: 0/39
2017-11-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.65, RSI ~N/A, Net Advances 1389, McClellan 5, Score: 0/39
2017-11-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.73, RSI ~N/A, Net Advances 1397, McClellan 51, Score: 0/39
2017-11-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.88, RSI ~N/A, Net Advances 1397, McClellan 57, Score: 0/39
2017-11-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.67, RSI ~N/A, Net Advances N/A, McClellan 35, Score: 0/39
2017-11-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.87, RSI ~N/A, Net Advances 1393, McClellan -11, Score: 0/39
2017-11-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.03, RSI ~N/A, Net Advances 1402, McClellan 41, Score: 0/39
2017-11-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.70, RSI ~N/A, Net Advances 1402, McClellan 27, Score: 0/39
2017-11-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.28, RSI ~N/A, Net Advances 1406, McClellan 38, Score: 0/39
2017-12-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.43, RSI ~N/A, Net Advances 1404, McClellan 31, Score: 0/39
2017-12-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.68, RSI ~N/A, Net Advances 1406, McClellan 24, Score: 0/39
2017-12-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.33, RSI ~N/A, Net Advances 1399, McClellan -27, Score: 0/39
2017-12-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.02, RSI ~N/A, Net Advances 1396, McClellan -53, Score: 0/39
2017-12-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.16, RSI ~N/A, Net Advances 1401, McClellan -12, Score: 0/39
2017-12-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.58, RSI ~N/A, Net Advances 1405, McClellan 13, Score: 0/39
2017-12-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.34, RSI ~N/A, Net Advances 1406, McClellan 16, Score: 0/39
2017-12-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.92, RSI ~N/A, Net Advances 1404, McClellan -6, Score: 0/39
2017-12-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.18, RSI ~N/A, Net Advances 1407, McClellan 7, Score: 0/39
2017-12-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.49, RSI ~N/A, Net Advances 1398, McClellan -54, Score: 0/39
2017-12-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.42, RSI ~N/A, Net Advances 1407, McClellan 5, Score: 0/39
2017-12-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.53, RSI ~N/A, Net Advances 1416, McClellan 63, Score: 0/39
2017-12-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.03, RSI ~N/A, Net Advances 1409, McClellan 5, Score: 0/39
2017-12-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.72, RSI ~N/A, Net Advances 1409, McClellan 0, Score: 0/39
2017-12-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.62, RSI ~N/A, Net Advances 1413, McClellan 25, Score: 0/39
2017-12-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.90, RSI ~N/A, Net Advances 1413, McClellan 18, Score: 0/39
2017-12-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.25, RSI ~N/A, Net Advances N/A, McClellan 4, Score: 0/39
2017-12-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.47, RSI ~N/A, Net Advances 1415, McClellan 14, Score: 0/39
2017-12-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.18, RSI ~N/A, Net Advances 1421, McClellan 39, Score: 0/39
2017-12-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.04, RSI ~N/A, Net Advances 1416, McClellan -3, Score: 0/39
2018-01-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.77, RSI ~N/A, Net Advances N/A, McClellan -11, Score: 0/39
2018-01-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.15, RSI ~N/A, Net Advances 1418, McClellan 14, Score: 0/39
2018-01-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.22, RSI ~N/A, Net Advances 1422, McClellan 32, Score: 0/39
2018-01-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.22, RSI ~N/A, Net Advances 1427, McClellan 54, Score: 0/39
2018-01-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.52, RSI ~N/A, Net Advances 1430, McClellan 66, Score: 0/39
2018-01-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.08, RSI ~N/A, Net Advances 1427, McClellan 25, Score: 0/39
2018-01-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.82, RSI ~N/A, Net Advances 1422, McClellan -18, Score: 0/39
2018-01-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 9.88, RSI ~N/A, Net Advances 1432, McClellan 55, Score: 0/39
2018-01-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.16, RSI ~N/A, Net Advances 1435, McClellan 52, Score: 0/39
2018-01-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.66, RSI ~N/A, Net Advances N/A, McClellan 26, Score: 0/39
2018-01-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.91, RSI ~N/A, Net Advances 1442, McClellan 61, Score: 0/39
2018-01-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.22, RSI ~N/A, Net Advances 1434, McClellan N/A, Score: 0/39
2018-01-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.27, RSI ~N/A, Net Advances 1442, McClellan N/A, Score: 0/39
2018-01-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.05, RSI ~N/A, Net Advances 1446, McClellan 53, Score: 0/39
2018-01-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.10, RSI ~N/A, Net Advances 1450, McClellan 72, Score: 0/39
2018-01-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.46, RSI ~N/A, Net Advances 1448, McClellan 35, Score: 0/39
2018-01-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.58, RSI ~N/A, Net Advances 1446, McClellan 8, Score: 0/39
2018-01-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.10, RSI ~N/A, Net Advances 1450, McClellan 15, Score: 0/39
2018-01-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.84, RSI ~N/A, Net Advances 1438, McClellan -93, Score: 0/39
2018-01-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.80, RSI ~N/A, Net Advances 1426, McClellan -181, Score: 0/39
2018-01-31, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.58, RSI ~N/A, Net Advances 1426, McClellan -152, Score: 0/39
2018-02-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.48, RSI ~N/A, Net Advances 1424, McClellan -154, Score: 0/39
2018-02-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.16, RSI ~N/A, Net Advances 1408, McClellan -260, Score: 0/39
2018-02-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 37.32, RSI ~N/A, Net Advances 1391, McClellan -348, Score: 0/39
2018-02-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 29.98, RSI ~N/A, Net Advances 1400, McClellan -232, Score: 0/39
2018-02-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 27.73, RSI ~N/A, Net Advances 1401, McClellan -194, Score: 0/39
2018-02-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 33.46, RSI ~N/A, Net Advances 1385, McClellan -287, Score: 0/39
2018-02-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 29.06, RSI ~N/A, Net Advances 1390, McClellan -262, Score: 0/39
2018-02-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.61, RSI ~N/A, Net Advances 1400, McClellan -110, Score: 0/39
2018-02-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.97, RSI ~N/A, Net Advances 1403, McClellan -72, Score: 0/39
2018-02-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.26, RSI ~N/A, Net Advances 1412, McClellan -7, Score: 0/39
2018-02-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.13, RSI ~N/A, Net Advances 1420, McClellan 52, Score: 0/39
2018-02-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.46, RSI ~N/A, Net Advances 1423, McClellan 72, Score: 0/39
2018-02-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.60, RSI ~N/A, Net Advances N/A, McClellan 58, Score: 0/39
2018-02-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.02, RSI ~N/A, Net Advances 1421, McClellan 40, Score: 0/39
2018-02-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.72, RSI ~N/A, Net Advances 1421, McClellan 42, Score: 0/39
2018-02-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.49, RSI ~N/A, Net Advances 1433, McClellan 133, Score: 0/39
2018-02-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.80, RSI ~N/A, Net Advances 1440, McClellan 165, Score: 0/39
2018-02-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.59, RSI ~N/A, Net Advances 1427, McClellan 54, Score: 0/39
2018-02-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.85, RSI ~N/A, Net Advances 1417, McClellan -24, Score: 0/39
2018-03-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.47, RSI ~N/A, Net Advances 1412, McClellan -51, Score: 0/39
2018-03-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.59, RSI ~N/A, Net Advances 1418, McClellan -3, Score: 0/39
2018-03-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.73, RSI ~N/A, Net Advances 1427, McClellan 67, Score: 0/39
2018-03-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.36, RSI ~N/A, Net Advances 1436, McClellan 113, Score: 0/39
2018-03-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.76, RSI ~N/A, Net Advances 1437, McClellan 103, Score: 0/39
2018-03-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.54, RSI ~N/A, Net Advances 1440, McClellan 108, Score: 0/39
2018-03-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.64, RSI ~N/A, Net Advances 1450, McClellan 158, Score: 0/39
2018-03-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.78, RSI ~N/A, Net Advances 1452, McClellan 148, Score: 0/39
2018-03-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.35, RSI ~N/A, Net Advances 1447, McClellan 90, Score: 0/39
2018-03-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.23, RSI ~N/A, Net Advances 1441, McClellan 37, Score: 0/39
2018-03-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.59, RSI ~N/A, Net Advances 1436, McClellan -12, Score: 0/39
2018-03-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.80, RSI ~N/A, Net Advances 1443, McClellan 35, Score: 0/39
2018-03-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.02, RSI ~N/A, Net Advances 1431, McClellan -60, Score: 0/39
2018-03-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.20, RSI ~N/A, Net Advances 1430, McClellan -73, Score: 0/39
2018-03-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.86, RSI ~N/A, Net Advances 1432, McClellan -42, Score: 0/39
2018-03-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.34, RSI ~N/A, Net Advances 1419, McClellan -135, Score: 0/39
2018-03-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.87, RSI ~N/A, Net Advances 1406, McClellan -208, Score: 0/39
2018-03-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.03, RSI ~N/A, Net Advances 1418, McClellan -96, Score: 0/39
2018-03-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.50, RSI ~N/A, Net Advances 1410, McClellan -139, Score: 0/39
2018-03-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.87, RSI ~N/A, Net Advances 1410, McClellan -121, Score: 0/39
2018-03-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.97, RSI ~N/A, Net Advances 1422, McClellan -19, Score: 0/39
2018-04-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.62, RSI ~N/A, Net Advances N/A, McClellan -13, Score: 0/39
2018-04-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.10, RSI ~N/A, Net Advances 1433, McClellan 62, Score: 0/39
2018-04-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.06, RSI ~N/A, Net Advances 1441, McClellan 111, Score: 0/39
2018-04-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.94, RSI ~N/A, Net Advances 1451, McClellan 164, Score: 0/39
2018-04-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.49, RSI ~N/A, Net Advances 1439, McClellan 53, Score: 0/39
2018-04-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.77, RSI ~N/A, Net Advances 1439, McClellan 39, Score: 0/39
2018-04-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.47, RSI ~N/A, Net Advances 1449, McClellan 109, Score: 0/39
2018-04-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.24, RSI ~N/A, Net Advances 1448, McClellan 91, Score: 0/39
2018-04-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.49, RSI ~N/A, Net Advances 1450, McClellan 85, Score: 0/39
2018-04-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.41, RSI ~N/A, Net Advances 1446, McClellan 46, Score: 0/39
2018-04-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.56, RSI ~N/A, Net Advances 1456, McClellan 104, Score: 0/39
2018-04-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.25, RSI ~N/A, Net Advances 1465, McClellan 155, Score: 0/39
2018-04-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.60, RSI ~N/A, Net Advances 1467, McClellan 145, Score: 0/39
2018-04-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.96, RSI ~N/A, Net Advances 1460, McClellan 63, Score: 0/39
2018-04-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.88, RSI ~N/A, Net Advances 1452, McClellan -2, Score: 0/39
2018-04-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.34, RSI ~N/A, Net Advances 1451, McClellan -20, Score: 0/39
2018-04-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.02, RSI ~N/A, Net Advances 1446, McClellan -65, Score: 0/39
2018-04-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.84, RSI ~N/A, Net Advances 1444, McClellan -80, Score: 0/39
2018-04-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.24, RSI ~N/A, Net Advances 1451, McClellan N/A, Score: 0/39
2018-04-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.41, RSI ~N/A, Net Advances 1454, McClellan -0, Score: 0/39
2018-04-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.93, RSI ~N/A, Net Advances 1447, McClellan -45, Score: 0/39
2018-05-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.49, RSI ~N/A, Net Advances 1448, McClellan -33, Score: 0/39
2018-05-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.97, RSI ~N/A, Net Advances 1446, McClellan -39, Score: 0/39
2018-05-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.90, RSI ~N/A, Net Advances 1444, McClellan -63, Score: 0/39
2018-05-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.77, RSI ~N/A, Net Advances 1454, McClellan 19, Score: 0/39
2018-05-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.75, RSI ~N/A, Net Advances 1459, McClellan 50, Score: 0/39
2018-05-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.71, RSI ~N/A, Net Advances 1460, McClellan 41, Score: 0/39
2018-05-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.42, RSI ~N/A, Net Advances 1466, McClellan 69, Score: 0/39
2018-05-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.23, RSI ~N/A, Net Advances 1475, McClellan 117, Score: 0/39
2018-05-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.65, RSI ~N/A, Net Advances 1476, McClellan 109, Score: 0/39
2018-05-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.93, RSI ~N/A, Net Advances 1473, McClellan 69, Score: 0/39
2018-05-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.63, RSI ~N/A, Net Advances 1468, McClellan 11, Score: 0/39
2018-05-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.42, RSI ~N/A, Net Advances 1474, McClellan 48, Score: 0/39
2018-05-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.43, RSI ~N/A, Net Advances 1476, McClellan 47, Score: 0/39
2018-05-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.42, RSI ~N/A, Net Advances 1475, McClellan 36, Score: 0/39
2018-05-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.08, RSI ~N/A, Net Advances 1484, McClellan 84, Score: 0/39
2018-05-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.22, RSI ~N/A, Net Advances 1480, McClellan 34, Score: 0/39
2018-05-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.58, RSI ~N/A, Net Advances 1480, McClellan 27, Score: 0/39
2018-05-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.53, RSI ~N/A, Net Advances 1480, McClellan 14, Score: 0/39
2018-05-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.22, RSI ~N/A, Net Advances 1479, McClellan -7, Score: 0/39
2018-05-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.02, RSI ~N/A, Net Advances N/A, McClellan -18, Score: 0/39
2018-05-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.94, RSI ~N/A, Net Advances 1491, McClellan 67, Score: 0/39
2018-05-31, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.43, RSI ~N/A, Net Advances 1483, McClellan 2, Score: 0/39
2018-06-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.46, RSI ~N/A, Net Advances 1492, McClellan 55, Score: 0/39
2018-06-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.74, RSI ~N/A, Net Advances 1498, McClellan 84, Score: 0/39
2018-06-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.40, RSI ~N/A, Net Advances 1501, McClellan 93, Score: 0/39
2018-06-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.64, RSI ~N/A, Net Advances 1507, McClellan 114, Score: 0/39
2018-06-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.13, RSI ~N/A, Net Advances 1508, McClellan 100, Score: 0/39
2018-06-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.18, RSI ~N/A, Net Advances 1512, McClellan 99, Score: 0/39
2018-06-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.35, RSI ~N/A, Net Advances 1513, McClellan 90, Score: 0/39
2018-06-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.34, RSI ~N/A, Net Advances 1513, McClellan 65, Score: 0/39
2018-06-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.94, RSI ~N/A, Net Advances 1506, McClellan -5, Score: 0/39
2018-06-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.12, RSI ~N/A, Net Advances 1508, McClellan -7, Score: 0/39
2018-06-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.98, RSI ~N/A, Net Advances 1506, McClellan -25, Score: 0/39
2018-06-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.31, RSI ~N/A, Net Advances 1508, McClellan -15, Score: 0/39
2018-06-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.35, RSI ~N/A, Net Advances 1505, McClellan -48, Score: 0/39
2018-06-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.79, RSI ~N/A, Net Advances 1509, McClellan -17, Score: 0/39
2018-06-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.64, RSI ~N/A, Net Advances 1502, McClellan -83, Score: 0/39
2018-06-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.77, RSI ~N/A, Net Advances 1507, McClellan -33, Score: 0/39
2018-06-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.33, RSI ~N/A, Net Advances 1497, McClellan -118, Score: 0/39
2018-06-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.92, RSI ~N/A, Net Advances 1501, McClellan -76, Score: 0/39
2018-06-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.91, RSI ~N/A, Net Advances 1491, McClellan -139, Score: 0/39
2018-06-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.85, RSI ~N/A, Net Advances 1494, McClellan -109, Score: 0/39
2018-06-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.09, RSI ~N/A, Net Advances 1497, McClellan -77, Score: 0/39
2018-07-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.60, RSI ~N/A, Net Advances 1499, McClellan -61, Score: 0/39
2018-07-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.14, RSI ~N/A, Net Advances 1503, McClellan -19, Score: 0/39
2018-07-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.97, RSI ~N/A, Net Advances N/A, McClellan -26, Score: 0/39
2018-07-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.37, RSI ~N/A, Net Advances 1513, McClellan 45, Score: 0/39
2018-07-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.69, RSI ~N/A, Net Advances 1519, McClellan 72, Score: 0/39
2018-07-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.64, RSI ~N/A, Net Advances 1520, McClellan 58, Score: 0/39
2018-07-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.63, RSI ~N/A, Net Advances 1511, McClellan -24, Score: 0/39
2018-07-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.58, RSI ~N/A, Net Advances 1515, McClellan 2, Score: 0/39
